record_id,type,sub_type,listPrice,price_tier,price_per_sqft,sqft,lot_sqft,lot_size_tier,beds,baths,baths_full,garage,stories,bed_bath_config,year_built,property_age,property_era,is_new_construction,listing_description,listing_text_word_count,listing_text_richness,data_source,scrape_date,dataset_version
38e4137b689539,Townhome,townhouse,229990.0,Mid-Entry ($150-250K),152.21,1511.0,,Unknown,3,3,2,2,2,3BR / 3BA,,,Unknown,0,"Discover [Redacted Address] in West Des Moines, Iowa. This thoughtfully designed two-story townhome offers 3 bedrooms, 2.5 bathrooms, and 1,511 sq. ft. of comfortable living space. Step inside to a long foyer that leads you to the heart of the home-a bright, open-concept main floor seamlessly connecting the kitchen, dining, and great room, complete with a cozy electric fireplace. The kitchen shines with sleek white cabinetry, stainless steel appliances, and a spacious island, perfect for everyday living and entertaining. Upstairs, all bedrooms are thoughtfully positioned for privacy. At the front of the home, the primary bedroom boasts a generous walk-in closet and an en-suite bathroom with dual vanity sinks and a walk-in shower. At the back, two spacious bedrooms with large closets share a full bathroom. A conveniently located laundry area completes the upper level, making this layout ideal for families or guests. This home comes with all appliances and blinds. Step into your new home at Fox Ridge Townhomes in West Des Moines today! This home is currently under construction. Photos and video may be similar but not necessarily of subject property, including interior and exterior colors, finishes and appliances.",191,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
67f69063ca9e1c,Land,,80000.0,Entry (<$100K),,,15246.0,Large (0.25-1 acre),,,,,,Unknown,,,Unknown,1,Brand New Silver Oaks Estates Phase 3 now available! Beautiful area in a great location! Be one of the first to come pick the very best lot to build your new home!,32,Brief (30-80 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
e20641b257f393,Single Family,,285000.0,Mid-Market ($250-350K),179.13,1591.0,,Unknown,3,2,1,2,2,3BR / 2BA,,,Unknown,1,"Welcome to this West Des Moines community of Mill Ridge! This neighborhood features many home plans that includes the popular Lacona two-story townhome. The main level is open with a fireplace in the living room and a kitchen with a pantry. and powder room for guests. Upper-level features three bedrooms, two bathrooms and laundry. 15-year water proofing foundation, LVP flooring, passive radon system and more! Enjoy the community amenities like the pool and pickle ball court with quick access to [Redacted Person] mall shopping, great restaurants, entertainment, interstate, schools, walking and bike path trail heads, parks & more! [Redacted Builder/Agency]' Preferred Lenders offer $1750 in closing costs. Not valid with any other offer and subject to change without notice.",119,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
08b046f739c06d,Townhome,townhouse,229990.0,Mid-Entry ($150-250K),162.19,1418.0,,Unknown,3,3,2,1,2,3BR / 3BA,,,Unknown,0,"Welcome to [Redacted Address] in Urbandale, Iowa. This two-story townhome offers 3 bedrooms, 2.5 bathrooms, and 1,418 sq. ft. of thoughtfully designed living space. Step into a welcoming entryway that leads to an open-concept main level-perfect for everyday living and entertaining. The kitchen is the heart of the home, featuring beautiful white cabinetry, sleek stainless steel appliances, and a large L-shaped island ideal for casual meals and gatherings. The dining area flows seamlessly into the great room, where an electric fireplace creates a cozy, inviting atmosphere. A conveniently located half bathroom and easy access to your 1-car garage complete the main level. Upstairs, retreat to the spacious primary bedroom with a large walk-in closet and an en-suite bathroom featuring dual vanities and a walk-in shower. Two additional bedrooms, a second full bathroom, and a centrally located laundry area provide comfort and convenience for all. This home comes with all appliances and blinds. Step into your new home at Magnolia Heights Townhomes in Urbandale today! This home is currently under construction. Photos and video may be similar but not necessarily of subject property, including interior and exterior colors, finishes and appliances.",190,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
3a9f0b37e83db7,Single Family,,469990.0,Upper-Mid ($350-500K),210.76,2230.0,10019.0,Standard (3K-10.9K sqft / <0.25ac),4,3,1,3,2,4BR / 3BA,2025,1,New Build (0-2 yrs),1,"BUILDER PROMOTION FEATURED ON THIS HOME - $8,000 in total incentives to be used for rate buy downs, closing costs, appliances, blinds, or upgrades with approved vendors. Applies to non-contingent offers that are accepted by 4/30/2026, and must close within 60 days or sooner of contract date. Check out [Redacted Person] in [Redacted Person] it impresses right at the front door with an open staircase & airy two story entry. French doors lead into a main level office. The kitchen offers lots of cabinets, featuring an island and a hidden walk in pantry. The family room boasts large windows and a floor to ceiling fireplace. Busy days can be kept organized at the garage entry with a locker system plus closet and the conveniently located 1/2 bath. All 4 bedrooms are up. The master is huge, has a tray ceiling and large window seat. The master bathroom has a soaking tub and a fully tiled walk in shower and you'll appreciate all the space in the walk in closet! The lower level is stubbed in for a bathroom and can be finished with a 5th bedroom and family room. LP SmartSiding. Hamilton Ridge is located in the Waukee School District and near parks & trails, Sugar Creek Golf Course and Sugar Creek Elementary, and only minutes to the interstate or Grand Prairie Parkway. Jerry's Homes has been building since 1957. [Redacted Contact]!",232,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
139bf4e0675a42,Townhome,townhouse,317750.0,Mid-Market ($250-350K),241.08,1318.0,,Unknown,3,1,1,2,1,3BR / 1BA,,,Unknown,1,"Prepare to fall in love with this beautiful Bristow townhome in Crosshaven! Enjoy the peaceful and quiet lifestyle backing up to Camp Dodge with picture worthy sunsets and natural beauty all while we tend to the lawncare, irrigation and snow removal. Within minutes of 141, Beaver Creek Golf Course, and Johnston High School, this Bristow features an open floor plan with fireplace and large kitchen with pantry. Finished lower level provides an additional family room, third bedroom and bathroom. Smart-home technology, 1-year builder warranty, 15-year waterproof warranty, radon mitigation system, GE & Kohler appliances. Pets are welcome! Ask about $1,750 in closing costs with our Preferred Lenders. Offer subject to change.",111,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
5da14cef35d19c,Land,,40000.0,Entry (<$100K),,,14810.0,Large (0.25-1 acre),,,,,,Unknown,,,Unknown,0,"Property tax incentives available! Build your dream home in Conrad and enjoy all this great community has to offer! This newest subdivision in Conrad is perfectly located near the swimming pool, park, high school, ball fields and a quick walk downtown. [Redacted Person] is just north of Marshalltown and about 45 mins from the Cedar Valley. [Redacted Person] features an award-winning school district, thriving downtown businesses including: a locally owned grocery store, medical clinic, pharmacy, daycare center, bike trails, low property taxes and a high speed fiber internet network.",89,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
acb6cddae08d66,Single Family,,627659.0,Premium ($500-750K),218.93,2867.0,17685.0,Large (0.25-1 acre),5,3,3,3,,5BR / 3BA,2026,0,New Build (0-2 yrs),1,,0,No Description,Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
2020e182eaeb4b,Townhome,townhouse,320000.0,Mid-Market ($250-350K),184.65,1733.0,3485.0,Standard (3K-10.9K sqft / <0.25ac),4,3,2,2,2,4BR / 3BA,2023,3,Near New (3-10 yrs),0,Awesome four bedroom [Redacted Person] townhome. Come enjoy all the amenities of no maintenance living. Get rid of those shovels an moers the lawn care and snow removal is all taken care of for you. 3 bedrooms upstairs on mai and 1 in the lower level. All appliances included. Two car garage. Enjoy summers cooling off in the comminuity pool. Close to the children's play area and coummunity clubhouse. This one has it all for anyone looking for a great home with great amentities. Desirable [Redacted Person]. Shopping amenites are nearby in nearly every direction. Interstate access is nearby as well as Universlty Ave for easy access to anywhere in the metro. Perfect for a first time home buyer or a someone that is looking to downsize. Basement sq ft is seller's estimate. Cinch waranty is included for peace of mind. Take a private tour with your favorite real estate professional.,151,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
efa0b4d354006f,Single Family,,601345.0,Premium ($500-750K),277.89,2164.0,10890.0,Large (0.25-1 acre),4,3,1,3,,4BR / 3BA,2026,0,New Build (0-2 yrs),1,"*Photos are of a similar home. This stunning 4-bedroom, 3-bathroom home in The Arbors seamlessly blends upscale design with everyday comfort. From the moment you enter the impressive 19-foot foyer, the quality craftsmanship and thoughtful details are immediately apparent. The main level features a spacious primary suite designed for relaxation, complete with an oversized walk-in closet and a spa-inspired bathroom. The great room showcases soaring 11-foot ceilings, creating a bright, open atmosphere ideal for both entertaining and daily living. At the heart of the home, the gourmet kitchen offers a walk-in pantry and flows effortlessly into the surrounding living spaces. A convenient drop zone and generous laundry room help keep everything organized and running smoothly. Additional bedrooms, located on both the upper and lower levels, each include walk-in closets to provide ample storage. Combining elegance with functionality, this home is perfectly suited for today's lifestyle. *Photos are of a similar home.",151,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
5f1a02bf17fcdf,Single Family,,250000.0,Mid-Entry ($150-250K),217.01,1152.0,9104.0,Standard (3K-10.9K sqft / <0.25ac),3,,,,1,Unknown,1955,71,Mature (51-100 yrs),0,"Turn-key gem in the heart of West Des Moines! This adorable 3 - bedroom ranch is move in ready with big - ticket updates already done! New roof, gutters, HVAC, and sewer line! Step into the spacious living room, perfect for relaxing and everyday living! The kitchen shines with stainless steel appliances, white cabinets and LVP flooring. It leads perfectly to the dining area with sliders that open to a massive deck overlooking a fully fenced yard that feels like a retreat, complete with mature trees and a creek. 3 generously sized bedrooms and an updated full bath complete this home! Minutes from schools, restaurants, shopping and the interstate!!! This home is priced to sell! [Redacted Person] your showing today! All information obtained from [Redacted Contact].",126,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
9f6d77e9b0cdd0,Townhome,townhouse,249990.0,Mid-Entry ($150-250K),165.45,1511.0,1742.0,"Compact (<3,000 sqft)",3,3,1,2,2,3BR / 3BA,2023,3,Near New (3-10 yrs),1,"*MODEL HOME - NOT FOR SALE* [Redacted Builder/Agency], America's Builder, presents the Sydney Townhome in our new [Redacted Person] community conveniently located just around the corner from Radiant Elementary School and Acadia Park. ALL APPLIANCES AND WINDOW BLINDS INCLUDED! The Sydney boasts 3 Bedrooms, 2.5 Bathrooms, and a 2-Car Garage in a spacious open floorplan. As you enter the home, you'll be greeted with a beautiful Great Room featuring a cozy fireplace. The Gourmet Kitchen offers an Oversized Pantry and a Large Island, perfect for entertaining! On the second level, you'll find the Primary Bedroom with an ensuite Bathroom featuring a dual vanity sink as well as a spacious Walk-In Closet. You'll also find Two additional [Redacted Person], full Bathroom, and Laundry Room! All [Redacted Builder/Agency] Iowa homes include our America's Smart Home(TM) Technology and [Redacted Person]) decorative plug-n-play light switches with smart switch capability. Photos may be similar but not necessarily of subject property, including interior and exterior colors, finishes and appliances.",163,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
0c6ee33868716c,Townhome,townhouse,489700.0,Upper-Mid ($350-500K),213.28,2296.0,,Unknown,3,2,1,2,3,3BR / 2BA,,,Unknown,0,"*TAX ABATEMENT ELIGIBLE* MOVE IN READY - Located along the pristine waters of the Des Moines River lies our downtown community, The Banks. When you choose to purchase a home at The Banks, you are choosing a life of urban excellence without losing out on a spacious home interior that you have always desired. The Azure plan showcases modern, designer detail at every turn. The open-concept main living area is spacious with large kitchen with GE Profile appliances added, that is perfect for entertaining! The first floor also features a dining room area, powder bath and a convenient drop zone off of the garage entry. The second floor features a primary suite, ensuite bath with dual sinks and a walk in closet. The laundry room is conveniently located on this floor, along with two more bedrooms. The third floor is made for fun. Featuring a rooftop patio with downtown views, a bonus room and a wet bar! Dont miss this chance to find a home that you cant help but show off! Use our preferred lenders and receive $1,750 towards closing cost. Not valid with any other offer and subject to change without notice. Come check out what your life could look like at the Banks today!",207,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
65add754e69197,Single Family,,309900.0,Mid-Market ($250-350K),299.71,1034.0,4356.0,Standard (3K-10.9K sqft / <0.25ac),3,3,2,2,1,3BR / 3BA,2020,6,Near New (3-10 yrs),0,"Tanzanite resale in Norwalk's Hughes Century Crossing neighborhood. This home features 3 beds/2.5 baths and a fully fenced in yard. The exterior features a large covered porch, inside you'll find a living room w/ fireplace, open kitchen with stainless steel appliances and quartz countertops. The primary bed is on the main level with an en suite and walk in closet. Downstairs is a large living room with 2 additional bedrooms and 1 bath. The back yard has a deck with stairs down and a fully fenced in yard. This home is turn key and ready to go! All information obtained from [Redacted Contact].",103,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
ed17ec57fed033,Condo,condo,269900.0,Mid-Market ($250-350K),212.19,1272.0,,Unknown,2,2,2,1,3,2BR / 2BA,2026,0,New Build (0-2 yrs),1,"Brand new luxury condos in Coralville! Located near shopping and restaurants with easy access to I-80 and I-380. This stylish unit has two bedrooms and a den. The primary has a private bath and walk-in closet. Large kitchen with granite countertops and LVP flooring. Electric fireplace and spacious deck. Laundry off kitchen with washer and dryer included. Elevator, underground parking and high speed internet are also included! *All Photos of Similar Property* **Finishes will be different**Expected to be completed 8/15/26",80,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
2e377e8dd594bc,Single Family,,490000.0,Upper-Mid ($350-500K),178.31,2748.0,226512.0,Estate (5-50 acres),2,2,2,2,,2BR / 2BA,2001,25,Modern (11-25 yrs),0,"Set on approximately 5 acres, this unique home built in 2001 offers space, privacy, and plenty of room to enjoy the outdoors. Inside, you'll find a large living room that flows into an open concept kitchen, creating an easy, functional layout with plenty of room to spread out. The spacious primary bedroom features its own ensuite, and both the dining room and primary bedroom have doors leading out to the back deck, facing west to enjoy those gorgeous country sunsets. There's also a cozy 3-season room on the main level to take in the views a little longer each year. The lower level offers an enormous family room with a wood stove, an additional bedroom, and a 3/4 bathroom, perfect for guests or extra living space. A huge mudroom connects the home to the oversized 2-stall garage, adding everyday convenience. Outside, the property is surrounded by mature trees and includes a large 40x80 outbuilding with a small workshop, offering tons of possibilities for storage, hobbies, or projects. A great mix of comfort, space, and potential!",175,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
e14fd4f1f19142,Single Family,,879000.0,Luxury ($750K+),273.15,3218.0,304920.0,Estate (5-50 acres),7,4,4,3,2,7BR / 4BA,2016,10,Near New (3-10 yrs),1,"Rare northern Warren County retreat offering privacy, recreation, and flexibility on 7 acres m/l to be surveyed, with additional acreage available. The setting offers expansive views, complemented by numerous fruit trees and a beautiful oak and cedar grove, creating a scenic and inviting landscape. At the heart of the property sits a thoughtfully designed 7BR, 4BA home with over 4,700 finished sqft, built in 2016 and positioned to capture those sweeping rural views. Quality upgrades include 6"" exterior walls, in-floor radiant heat in basement and garage, wood stove, power blinds, bluetooth speakers, security wiring, and granite wet bar. Main level offers a spacious kitchen, dedicated home office, large mudroom, and owner's suite with soaking tub, walk-in shower, and ample closet space. Upper level includes a loft-style library, 3 bedrooms, full bath, and versatile bonus suite for guests, hobbies, or additional living space. Finished lower level features family room with wet bar, 2 additional bedrooms, full bath, and walk-in gun vault/storm shelter. Outdoor functionality galore with 3-car garage and 40x60 shop with 14' sidewalls, LED lighting, workbench, and shelving-ideal for equipment, recreational vehicles, or workshop use. A rare blend of privacy and modern comfort-with room to expand if desired. Certified Pre-Owned Home - this home has been pre-inspected and comes with a 13 Mo HWA [Redacted Builder/Agency]Home Warranty included.",218,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
f8fddb4303758d,Single Family,,319990.0,Mid-Market ($250-350K),213.61,1498.0,,Unknown,3,2,2,2,1,3BR / 2BA,,,Unknown,0,"Welcome to [Redacted Address] in Norwalk, IA. This ranch-style home offers 3 bedrooms, 2 bathrooms, and 1,498 sq. ft. of open-concept living that blends comfort, style, and functionality. Step inside to a bright foyer leading past two spacious bedrooms and a full bath-perfect for guests, family, or a home office. The kitchen features white cabinetry, stainless steel appliances, and a large island ideal for entertaining or casual meals. The great room, filled with natural light, offers a welcoming atmosphere for gatherings or cozy nights by the electric fireplace. Tucked away for privacy, the primary suite includes a dual-sink vanity, walk-in shower, and a spacious walk-in closet. Thoughtfully designed with modern finishes, this home is ready for you to make it your own. Step into your new home at Brody's Landing in Norwalk today! This home is currently under construction. Photos and video may be similar but not necessarily of subject property, including interior and exterior colors, finishes and appliances.",159,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
8b5a6ea59d2228,Single Family,,255000.0,Mid-Market ($250-350K),259.67,982.0,11979.0,Large (0.25-1 acre),3,2,1,2,2,3BR / 2BA,1992,34,Established (26-50 yrs),0,"This well-kept home offers great curb appeal in a convenient location close to shopping, dining, Cownie Sports Complex, and Easter Lake all while still tucked into a comfortable, established neighborhood. Inside, you'll find 3 bedrooms and 2 bathrooms, along with a cozy family room featuring a charming brick fireplace. The open kitchen provides lots of storage and comes complete with all appliances. Step outside and enjoy the fenced backyard, perfect for relaxing or entertaining- with a large deck, a fire pit, and a spacious storage shed. This solid, move-in ready home offers space and updates throughout. Recent updates include new kitchen appliances, new siding, roof, and gutters (2022), a newer furnace, plus a new deck and newer fence.",118,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
500d18aca2da21,Land,,450000.0,Upper-Mid ($350-500K),,,,Unknown,,,,,,Unknown,,,Unknown,0,"Prime Davenport Development Opportunity - 6.19 Acres with Sewer Access! Discover an exceptional opportunity to own 6.19 acres of infill land in a desirable north Davenport neighborhood. Currently zoned R-1, this property offers excellent potential for rezoning to R-3, per the City of Davenport, opening the door for multi-family or higher-density residential development. A city sewer lateral already runs through the property, adding significant value and convenience for future development. The site is surrounded by established neighborhoods and offers easy access to schools, shopping, and major roadways-making it an ideal setting for a new subdivision, townhome community, or single-family estate site. Concept drawings and layout ideas are available to demonstrate how the land could be subdivided into multiple buildable lots. Utilities are nearby, and topography is gently rolling with partial tree coverage toward the rear. Highlights: 6.19 acres in prime north Davenport location Zoned R-1 with easy path to R-[Redacted Address] Build single-family, duplexes, or small-scale multi-family Surrounded by quality homes and established infrastructure Concept site plans available Option to bundle with adjoining parcels (P1110-02F and [Redacted Address]) for larger development footprint [Redacted Contact] a rare find for developers, investors, or visionaries seeking a property with immediate upside potential in one of Davenport's most convenient residential corrid",207,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
7935d0286addf5,Single Family,,313590.0,Mid-Market ($250-350K),238.65,1314.0,4792.0,Standard (3K-10.9K sqft / <0.25ac),2,2,2,2,,2BR / 2BA,2025,1,New Build (0-2 yrs),1,"This condo offers a comfortable, easy to live in layout in the Stone Meadows neighborhood, with features that support both daily routines and relaxed entertaining. Two bedrooms, two bathrooms, and a two stall garage are paired with a covered front entry and a concrete patio in the back, creating usable indoor and outdoor space. Stone accents and a fireplace add warmth and character to the overall design. The main level is open and inviting, with a kitchen that flows naturally into the living and dining areas. The primary bedroom includes a private bathroom with dual vanities and a fiberglass shower, while main level laundry adds everyday convenience. Neutral finishes throughout provide a clean backdrop that allows the space to feel both timeless and flexible. [Redacted Contact], this Cedar floor plan includes an unfinished lower level that offers the opportunity to add future living space, storage, or a recreation area. Located in a growing neighborhood, the home is well suited for buyers looking for new construction with the ability to personalize over time. Make it your own today! Estimated completion July 2026. Price subject to change based on selections. All measurements approximate.",191,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
3939b1a03f6b01,Land,,62500.0,Entry (<$100K),,,16553.0,Large (0.25-1 acre),,,,,,Unknown,,,Unknown,0,"NEW DEVELOPMENT!! Are you looking to build your dream home? Great southside location. Now is the time to pick out your new lot! The neighborhood is located near walking/biking trails, small ponds for fishing, and many other conveniences. These lots are also located within walking distance to various schools. There are many options available to fit various budgets. New homes built here will qualify for the $10,000 Make Marshalltown Home Incentive at closing. Act quickly to secure the lot of your choice. [Redacted Contact] questions!",85,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
1e03211ce20e0c,Land,,94900.0,Entry (<$100K),,,10890.0,Large (0.25-1 acre),,0,,,,Unknown,,,Unknown,0,"Discover the perfect setting for your dream home on this expansive, flat lot, offering plenty of space to bring your vision to life. Located in a peaceful area, this generously-sized property provides a rare opportunity to build on a level terrain thats ready for construction, with no challenging slopes to work around. Its size and flat configuration make it ideal for a variety of design plans, from a spacious family home to a custom estate. The lot is beautifully framed by a backdrop of mature trees, providing both privacy and a serene, natural atmosphere. These established trees not only add aesthetic appeal but also offer shade and a sense of tranquility, creating the perfect outdoor environment for relaxation, gardening, or entertaining. With easy access and plenty of room for outdoor living, this land offers the best of both worldsconvenience and peaceful seclusion. Whether you dream of a sprawling garden, an outdoor kitchen, or simply enjoying the beauty of nature, this lot provides the ideal foundation for your plans. Dont miss the opportunity to own this beautiful, flat piece of land with mature trees as a backdrop. Schedule your showing today and begin imagining your perfect home on this stunning property!",200,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
3667f33e0cab43,Condo,condo,441000.0,Upper-Mid ($350-500K),187.18,2356.0,,Unknown,4,3,3,,,4BR / 3BA,2026,0,New Build (0-2 yrs),1,"[Redacted Address] - Refined Living in the Exclusive Buck Moon Villas Community. [Redacted Person] - a carefully planned community in North Liberty offering a higher standard of design and consistency. With a limited number of homesites and every home [Redacted Contact], [Redacted Person] delivers a clean, cohesive neighborhood feel that sets it apart. This home offers over 2,350 sq ft of finished living space with a smart, functional layout and quality finishes throughout. The main level features 2 bedrooms and 2 bathrooms, a mudroom, and an elevated kitchen with quartz countertops, stainless steel appliances, and plenty of cabinet space. The kitchen flows into the dining area and out to the covered patio, making it great for both everyday use and entertaining. Enjoy 9-foot ceilings on the main level, with 10-foot tray ceilings in the living room and primary bedroom that add an elevated feel to the home. The finished lower level includes 2 additional bedrooms, a third full bath, 9-foot ceilings, and a wet bar, offering flexible space for guests, hobbies, or a second living area. If you're looking for a low-maintenance, well-built home in a thoughtfully designed and exclusive neighborhood, [Redacted Address] in Buck Moon Villas is a great place to [Redacted Contact]. All information obtained from the [Redacted Contact].",211,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
650854671c9daa,Townhome,townhouse,219990.0,Mid-Entry ($150-250K),145.59,1511.0,1742.0,"Compact (<3,000 sqft)",3,3,1,2,2,3BR / 3BA,2025,1,New Build (0-2 yrs),1,"Welcome to the Sydney, a two-story townhome in [Redacted Person] - offering 3 bedrooms, 2.5 bathrooms, and 1,511 sq. ft. of thoughtfully designed space with appliances included. Step through the foyer into a bright, open-concept main level that flows seamlessly from the kitchen to the dining and great room, complete with a cozy electric fireplace. The kitchen shines with white cabinetry, stainless steel appliances, and a large island perfect for cooking and entertaining. Upstairs, the primary suite features a walk-in closet and en-suite with dual vanities and a walk-in shower. Two additional bedrooms with large closets, a full bathroom, and an upstairs laundry area provide flexibility and convenience. All [Redacted Builder/Agency] homes include smart home features. Visit today and see why the Sydney is built for the way you live! Ask about builder incentives with preferred lender. Photos similar to.",140,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
e1e06d6e110baa,Land,,124900.0,Affordable ($100-150K),,,7632.0,Standard (3K-10.9K sqft / <0.25ac),,,,,,Unknown,,,Unknown,1,"Welcome to Trailridge Creek, a visionary new single-family residential development in the heart of Waukee, Iowa-one of Iowa's fastest-growing and most sought-after communities. Perfectly positioned near the intersection of NW 10th Street and NW Douglas Parkway, Trailridge Creek offers unmatched convenience and room to build the life you've imagined. No association dues, and best of all, you can bring your own builder, giving you the freedom to create a home that suits your personal style and needs-without compromise.",78,Brief (30-80 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
7e5e81e7d64fe7,Single Family,,479900.0,Upper-Mid ($350-500K),207.3,2315.0,8712.0,Standard (3K-10.9K sqft / <0.25ac),4,3,3,,,4BR / 3BA,2026,0,New Build (0-2 yrs),1,"New construction ranch plan by Navigate Homes. The [Redacted Person] offers a functional single-level layout with an open kitchen, dining, and living area. The main level includes three bedrooms, including a primary suite with a private bathroom and walk-in closet, an additional full bathroom, and main-floor laundry. A rear deck extends the living space outdoors. The finished lower level adds a fourth bedroom, a full bathroom, and a recreation room. Attached 2-car garage. 4 bedrooms, 3 bathrooms. Selections may be available, depending on stage of construction. *Under Construction*",88,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
01becd65afe5f0,Single Family,,1299000.0,Luxury ($750K+),969.4,1340.0,2918520.0,Farm/Ranch (50+ acres),2,2,2,1,,2BR / 2BA,1970,56,Mature (51-100 yrs),0,"This exceptional property offers a rare turnkey opportunity for investors or developers. Set among mature trees and featuring a pond and creek, it blends natural beauty with extensive infrastructure. Located just two miles from Highway 30 and within easy [Redacted Contact] and Iowa City, it provides both accessibility and rural privacy. Previously operated as a church camp and event facility, the property is ready for immediate use or redevelopment as a destination venue, campground, retreat center, or educational site. Income potential is supported by multiple RV hookups (with expansion capacity), six rustic cabins, and a dedicated manager or nurse cabin. The 5,000-square-foot main lodge includes a commercial kitchen and large gathering spaces ideal for weddings, conferences, and events. A hotel-style building features twelve private bedrooms with individual HVAC systems, including four ADA-compliant units. The lower level offers flexible meeting space with two large rooms, a full kitchen, bathrooms, fireplace, and multiple TVs-perfect for corporate retreats or group functions. A 3 bedroom, 2.5 bath home on-site provides comfortable living for an owner or caretaker. With its versatility, location, and readiness, this property is a standout investment opportunity.",186,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
2c1227575d6373,Land,,175000.0,Mid-Entry ($150-250K),,,195584.0,Acreage (1-5 acres),,,,,,Unknown,,,Unknown,0,"[Redacted Person] building site with 4.49 +/- acres just under 600' from K49, a hard surface road and South facing too!! Just North of C60 1 mile..",27,Minimal (<30 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
b02170a2645caa,Apartment,,335000.0,Mid-Market ($250-350K),126.89,2640.0,3267.0,Standard (3K-10.9K sqft / <0.25ac),2,1,1,,,2BR / 1BA,1880,146,Historic (100+ yrs),0,"[Redacted Person] in Downtown Ottumwa! This versatile property features an income-ready retail space and a bar/eatery layout on the first floor, ideal for a low-risk cafe or breakfast spot (no open flame required for lower overhead!). The second floor boasts a ready-to-rent or live in two-bedroom, one-bathroom apartment, with potential monthly rental income of $2,500 plus a possibility of having a year of income with the current businesses. There's also an opportunity to add a rear deck for even more appeal! Don't miss out on this unique opportunity to own a piece of downtown Ottumwa with endless potential! [Redacted Contact] showing today",102,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
3e68226ed35acc,Single Family,,439500.0,Upper-Mid ($350-500K),298.37,1473.0,5663.0,Standard (3K-10.9K sqft / <0.25ac),2,2,1,2,1,2BR / 2BA,2025,1,New Build (0-2 yrs),1,"Welcome to [Redacted Address] of Pella! This beautiful zero entry ranch radiates with warmth the minute you walk in the front door. This floor plan offers a versatile space that could be used as a formal dining room to host those family gatherings or use it as an in home office. Open concept with tall ceilings and gas fireplace give you the cozy feeling to enjoy the winter nights. Primary ensuite with walk-in closet, main floor laundry and mudroom. Covered deck, double car attached garage. [Redacted Contact] and schedule your appointment to view this quality built home [Redacted Contact] & Goodyk Construction.",102,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
3f2aea2269487d,Land,,2250000.0,Luxury ($750K+),,,1731074.0,Estate (5-50 acres),,,,,,Unknown,,,Unknown,0,"39.74 acres located along the I-29 corridor with direct access off 192nd Street. Property offers strong visibility, easy interstate connectivity, and is positioned in a growing commercial and industrial area. Ideal for development, investment, or user-based opportunities. Water, gas, and electricity in the right of way. Rail (BNSF) borders property, so potential with approval if needing rail access. Subject to zoning change.",62,Brief (30-80 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
